epoch,optimizer,experiment,collocation,data,total
1490,Adam,train,0.003150455,0.07248145,0.07563191
1500,Adam,test,0.003262211,0.07926794,0.082530156
1500,Adam,train,0.0032476997,0.07250539,0.07575309
1510,Adam,test,0.0041684266,0.07913303,0.083301455
1510,Adam,train,0.004162503,0.072488055,0.07665056
1520,Adam,test,0.0034532484,0.0791337,0.082586944
1520,Adam,train,0.0033804642,0.072422944,0.07580341
1530,Adam,test,0.003215834,0.079214565,0.0824304
1530,Adam,train,0.0032257633,0.07248768,0.07571345
1540,Adam,test,0.0031162796,0.07916485,0.08228113
1540,Adam,train,0.003161603,0.07246106,0.07562266
1550,Adam,test,0.00319306,0.079136744,0.0823298
1550,Adam,train,0.0032341196,0.072424166,0.075658284
1560,Adam,test,0.0031930674,0.07921006,0.08240312
1560,Adam,train,0.0031431566,0.072483756,0.07562691
1570,Adam,test,0.003922307,0.079553515,0.08347582
1570,Adam,train,0.0038943037,0.0729496,0.07684391
1580,Adam,test,0.006194702,0.080045916,0.08624062
1580,Adam,train,0.006386988,0.07311794,0.07950493
1590,Adam,test,0.004314826,0.07904994,0.08336476
1590,Adam,train,0.004300654,0.0723751,0.07667575
1600,Adam,test,0.003260277,0.07934642,0.082606696
1600,Adam,train,0.003326963,0.07257798,0.07590494
1610,Adam,test,0.0032117115,0.07918691,0.08239862
1610,Adam,train,0.003277977,0.07247951,0.07575749
1620,Adam,test,0.0034737324,0.079086795,0.082560524
1620,Adam,train,0.0034460921,0.072388984,0.07583508
1630,Adam,test,0.003273039,0.07919636,0.082469404
1630,Adam,train,0.0032709292,0.072447844,0.075718775
1640,Adam,test,0.00315729,0.07914339,0.08230068
1640,Adam,train,0.0031556338,0.07240253,0.07555816
1650,Adam,test,0.0035573363,0.07916184,0.08271918
1650,Adam,train,0.0035863898,0.07237019,0.075956576
1660,Adam,test,0.0031599174,0.07917615,0.08233607
1660,Adam,train,0.0031941792,0.072389744,0.07558392
1670,Adam,test,0.0036254409,0.079237424,0.08286286
1670,Adam,train,0.003614736,0.072399296,0.076014034
1680,Adam,test,0.0033158003,0.0792262,0.082542
1680,Adam,train,0.0032800685,0.07241384,0.075693905
1690,Adam,test,0.003223741,0.07918037,0.08240411
1690,Adam,train,0.0031766975,0.07237515,0.075551845
1700,Adam,test,0.003862306,0.07918131,0.08304362
1700,Adam,train,0.00380829,0.07237804,0.07618633
1710,Adam,test,0.0036531063,0.07927336,0.08292647
1710,Adam,train,0.0036600502,0.07240377,0.07606383
1720,Adam,test,0.003207952,0.079274654,0.082482606
1720,Adam,train,0.0031822482,0.072372064,0.07555431
1730,Adam,test,0.0031085343,0.079180494,0.082289025
1730,Adam,train,0.0031615586,0.07237404,0.075535595
1740,Adam,test,0.0037512057,0.07926508,0.083016284
1740,Adam,train,0.003684748,0.072464235,0.07614899
1750,Adam,test,0.0033273834,0.07919406,0.082521446
1750,Adam,train,0.0033177803,0.07237559,0.07569337
1760,Adam,test,0.0034784141,0.07917273,0.082651146
1760,Adam,train,0.0034960106,0.07230645,0.07580246
1770,Adam,test,0.0054960735,0.07924082,0.0847369
1770,Adam,train,0.0054086507,0.072383374,0.077792026
1780,Adam,test,0.0036155144,0.079394355,0.08300987
1780,Adam,train,0.0036449453,0.0725075,0.076152444
1790,Adam,test,0.0034479857,0.07924747,0.082695454
